region,country,latitude,longitude,2020-01-22,2020-01-23,2020-01-24,2020-01-25,2020-01-26,2020-01-27,2020-01-28,2020-01-29,2020-01-30,2020-01-31,2020-02-01,2020-02-02,2020-02-03,2020-02-04,2020-02-05,2020-02-06,2020-02-07,2020-02-08,2020-02-09,2020-02-10,2020-02-11,2020-02-12,2020-02-13,2020-02-14,2020-02-15,2020-02-16,2020-02-17,2020-02-18,2020-02-19,2020-02-20,2020-02-21,2020-02-22,2020-02-23,2020-02-24,2020-02-25,2020-02-26,2020-02-27,2020-02-28,2020-02-29,2020-03-01,2020-03-02,2020-03-03,2020-03-04,2020-03-05,2020-03-06,2020-03-07,2020-03-08,2020-03-09,2020-03-10,2020-03-11,2020-03-12,2020-03-13,2020-03-14,2020-03-15,2020-03-16,2020-03-17,2020-03-18,2020-03-19,2020-03-20,2020-03-21,2020-03-22,2020-03-23,2020-03-24,2020-03-25,2020-03-26,2020-03-27,2020-03-28,2020-03-29,2020-03-30,2020-03-31,2020-04-01,2020-04-02,2020-04-03,2020-04-04,2020-04-05,2020-04-06,2020-04-07,2020-04-08,2020-04-09,2020-04-10,2020-04-11,2020-04-12,2020-04-13,full_name,web_mercator_x,web_mercator_y
Alberta,Canada,53.9333,-116.5765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,4.0,7.0,7.0,19.0,19.0,29.0,29.0,39.0,56.0,74.0,97.0,119.0,146.0,195.0,259.0,301.0,359.0,358.0,486.0,542.0,542.0,621.0,661.0,690.0,754.0,969.0,969.0,1075.0,1181.0,1250.0,1373.0,1373.0,1423.0,1451.0,1567.0,1567.0,1732.0,"Alberta, Canada",-12977236.618462056,7157534.219010198
British Columbia,Canada,49.2827,-123.1207,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,6.0,6.0,6.0,6.0,7.0,7.0,7.0,7.0,8.0,8.0,8.0,9.0,12.0,13.0,21.0,21.0,27.0,32.0,32.0,39.0,46.0,64.0,64.0,73.0,103.0,103.0,186.0,231.0,271.0,424.0,424.0,472.0,617.0,617.0,725.0,725.0,884.0,884.0,970.0,1013.0,1013.0,1121.0,1174.0,1203.0,1203.0,1266.0,1266.0,1291.0,1336.0,1370.0,1445.0,1445.0,1490.0,"British Columbia, Canada",-13705733.630111396,6322966.515806542
Grand Princess,Canada,37.6489,-122.6655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,8.0,9.0,9.0,10.0,10.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,"Grand Princess, Canada",-13655060.997902298,4529945.201379444
Manitoba,Canada,53.7609,-98.8139,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,4.0,7.0,8.0,15.0,17.0,17.0,18.0,20.0,20.0,21.0,35.0,36.0,39.0,64.0,72.0,96.0,103.0,127.0,167.0,182.0,182.0,203.0,203.0,217.0,217.0,221.0,230.0,243.0,242.0,246.0,"Manitoba, Canada",-10999913.031297455,7125003.03608445
New Brunswick,Canada,46.5653,-66.4619,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,6.0,8.0,11.0,11.0,11.0,17.0,17.0,17.0,18.0,18.0,33.0,45.0,51.0,66.0,68.0,70.0,81.0,91.0,91.0,91.0,98.0,103.0,105.0,105.0,108.0,112.0,112.0,114.0,116.0,"New Brunswick, Canada",-7398504.865153469,5871406.379786143
Newfoundland and Labrador,Canada,53.1355,-57.6604,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,3.0,3.0,4.0,6.0,9.0,24.0,35.0,35.0,82.0,102.0,120.0,135.0,148.0,152.0,175.0,183.0,195.0,195.0,217.0,226.0,228.0,228.0,232.0,239.0,241.0,242.0,244.0,"Newfoundland and Labrador, Canada",-6418726.366936472,7008101.188555044
Nova Scotia,Canada,44.682,-63.7443,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,7.0,12.0,14.0,15.0,21.0,28.0,41.0,51.0,68.0,73.0,90.0,110.0,122.0,127.0,147.0,173.0,193.0,207.0,236.0,262.0,293.0,310.0,310.0,342.0,407.0,428.0,445.0,474.0,"Nova Scotia, Canada",-7095983.01697367,5571597.054700945
Ontario,Canada,51.2538,-85.3232,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,6.0,6.0,11.0,15.0,18.0,20.0,20.0,22.0,25.0,28.0,29.0,34.0,36.0,41.0,42.0,74.0,79.0,104.0,177.0,185.0,221.0,257.0,308.0,377.0,425.0,503.0,588.0,688.0,858.0,994.0,1144.0,1355.0,1706.0,1966.0,2392.0,2793.0,3255.0,3630.0,4354.0,4347.0,4726.0,5276.0,5759.0,6237.0,6648.0,7049.0,7470.0,"Ontario, Canada",-9498135.17685264,6666311.391036502
Prince Edward Island,Canada,46.5107,-63.4168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,3.0,3.0,3.0,5.0,5.0,9.0,11.0,11.0,18.0,21.0,21.0,22.0,22.0,22.0,22.0,22.0,22.0,25.0,25.0,25.0,25.0,25.0,25.0,"Prince Edward Island, Canada",-7059525.883738872,5862570.385417551
Quebec,Canada,52.9399,-73.5491,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0,4.0,4.0,4.0,8.0,9.0,17.0,17.0,24.0,50.0,74.0,94.0,121.0,139.0,181.0,219.0,628.0,1013.0,1342.0,1632.0,2024.0,2498.0,2840.0,3430.0,4162.0,4611.0,5518.0,6101.0,6101.0,7944.0,8580.0,9340.0,10031.0,10912.0,11677.0,12292.0,12846.0,13557.0,"Quebec, Canada",-8187448.360303557,6971888.775136797
Saskatchewan,Canada,52.9399,-106.4509,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,7.0,7.0,8.0,16.0,20.0,26.0,52.0,66.0,72.0,72.0,95.0,95.0,134.0,156.0,156.0,184.0,193.0,206.0,220.0,220.0,249.0,249.0,260.0,260.0,271.0,285.0,289.0,298.0,300.0,"Saskatchewan, Canada",-11850059.982485685,6971888.775136797
,Central African Republic,6.6111,20.9394,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,11.0,Central African Republic,2330963.3455166724,737582.7786121215
,Chad,15.4542,18.7322,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,5.0,7.0,7.0,8.0,8.0,9.0,9.0,9.0,10.0,10.0,11.0,11.0,11.0,18.0,23.0,Chad,2085258.965437759,1741601.2840548663
,Chile,-35.6751,-71.543,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.0,4.0,4.0,8.0,8.0,13.0,23.0,23.0,43.0,61.0,74.0,155.0,201.0,238.0,238.0,434.0,537.0,632.0,746.0,922.0,1142.0,1306.0,1610.0,1909.0,2139.0,2449.0,2738.0,3031.0,3404.0,3737.0,4161.0,4471.0,4815.0,5116.0,5546.0,5972.0,6501.0,6927.0,7213.0,7525.0,Chile,-7964130.329823172,-4256007.234461245
Anhui,China,31.8257,117.2264,1.0,9.0,15.0,39.0,60.0,70.0,106.0,152.0,200.0,237.0,297.0,340.0,408.0,480.0,530.0,591.0,665.0,733.0,779.0,830.0,860.0,889.0,910.0,934.0,950.0,962.0,973.0,982.0,986.0,987.0,988.0,989.0,989.0,989.0,989.0,989.0,989.0,990.0,990.0,990.0,990.0,990.0,990.0,990.0,990.0,990.0,990.0,990.0,990.0,990.0,990.0,990.0,990.0,990.0,990.0,990.0,990.0,990.0,990.0,990.0,990.0,990.0,990.0,990.0,990.0,990.0,990.0,990.0,990.0,990.0,990.0,990.0,990.0,990.0,990.0,990.0,990.0,990.0,991.0,991.0,991.0,991.0,991.0,"Anhui, China",13049583.155528605,3740452.7270350354
Beijing,China,40.1824,116.4142,14.0,22.0,36.0,41.0,68.0,80.0,91.0,111.0,114.0,139.0,168.0,191.0,212.0,228.0,253.0,274.0,297.0,315.0,326.0,337.0,342.0,352.0,366.0,372.0,375.0,380.0,381.0,387.0,393.0,395.0,396.0,399.0,399.0,399.0,400.0,400.0,410.0,410.0,411.0,413.0,414.0,414.0,418.0,418.0,422.0,426.0,428.0,428.0,429.0,435.0,435.0,436.0,437.0,442.0,452.0,456.0,469.0,480.0,491.0,504.0,522.0,537.0,558.0,561.0,566.0,569.0,573.0,577.0,577.0,580.0,580.0,582.0,584.0,585.0,586.0,587.0,587.0,588.0,588.0,588.0,589.0,589.0,589.0,"Beijing, China",12959169.465106308,4892483.660507338
Chongqing,China,30.0572,107.874,6.0,9.0,27.0,57.0,75.0,110.0,132.0,147.0,182.0,211.0,247.0,300.0,337.0,366.0,389.0,411.0,426.0,428.0,468.0,486.0,505.0,518.0,529.0,537.0,544.0,551.0,553.0,555.0,560.0,567.0,572.0,573.0,575.0,576.0,576.0,576.0,576.0,576.0,576.0,576.0,576.0,576.0,576.0,576.0,576.0,576.0,576.0,576.0,576.0,576.0,576.0,576.0,576.0,576.0,576.0,576.0,576.0,576.0,576.0,576.0,577.0,578.0,578.0,578.0,578.0,578.0,578.0,579.0,579.0,579.0,579.0,579.0,579.0,579.0,579.0,579.0,579.0,579.0,579.0,579.0,579.0,579.0,579.0,"Chongqing, China",12008478.749833593,3510904.491149081
Fujian,China,26.0789,117.9874,1.0,5.0,10.0,18.0,35.0,59.0,80.0,84.0,101.0,120.0,144.0,159.0,179.0,194.0,205.0,215.0,224.0,239.0,250.0,261.0,267.0,272.0,279.0,281.0,285.0,287.0,290.0,292.0,293.0,293.0,293.0,293.0,293.0,293.0,294.0,294.0,296.0,296.0,296.0,296.0,296.0,296.0,296.0,296.0,296.0,296.0,296.0,296.0,296.0,296.0,296.0,296.0,296.0,296.0,296.0,296.0,296.0,296.0,299.0,303.0,313.0,313.0,318.0,322.0,328.0,331.0,337.0,338.0,340.0,343.0,345.0,345.0,349.0,350.0,350.0,350.0,351.0,351.0,351.0,351.0,351.0,352.0,352.0,"Fujian, China",13134297.288022285,3008856.332504274
Gansu,China,37.8099,101.0583,0.0,2.0,2.0,4.0,7.0,14.0,19.0,24.0,26.0,29.0,40.0,51.0,55.0,57.0,62.0,62.0,67.0,79.0,83.0,83.0,86.0,87.0,90.0,90.0,90.0,90.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,102.0,119.0,120.0,124.0,124.0,125.0,127.0,127.0,127.0,129.0,133.0,133.0,133.0,133.0,134.0,134.0,134.0,136.0,136.0,136.0,136.0,136.0,136.0,136.0,138.0,138.0,138.0,138.0,138.0,138.0,138.0,138.0,139.0,139.0,139.0,139.0,139.0,139.0,139.0,139.0,"Gansu, China",11249758.496433878,4552605.75590404
Guangdong,China,23.3417,113.4244,26.0,32.0,53.0,78.0,111.0,151.0,207.0,277.0,354.0,436.0,535.0,632.0,725.0,813.0,895.0,970.0,1034.0,1095.0,1131.0,1159.0,1177.0,1219.0,1241.0,1261.0,1294.0,1316.0,1322.0,1328.0,1331.0,1332.0,1333.0,1339.0,1342.0,1345.0,1347.0,1347.0,1347.0,1348.0,1349.0,1349.0,1350.0,1350.0,1350.0,1351.0,1352.0,1352.0,1352.0,1352.0,1353.0,1356.0,1356.0,1356.0,1356.0,1360.0,1361.0,1364.0,1370.0,1378.0,1395.0,1400.0,1413.0,1415.0,1428.0,1433.0,1448.0,1456.0,1467.0,1475.0,1484.0,1494.0,1501.0,1507.0,1514.0,1516.0,1524.0,1532.0,1533.0,1536.0,1539.0,1544.0,1548.0,1552.0,1555.0,"Guangdong, China",12626346.45153258,2673394.1105092964
Guangxi,China,23.8298,108.7881,2.0,5.0,23.0,23.0,36.0,46.0,51.0,58.0,78.0,87.0,100.0,111.0,127.0,139.0,150.0,168.0,172.0,183.0,195.0,210.0,215.0,222.0,222.0,226.0,235.0,237.0,238.0,242.0,244.0,245.0,246.0,249.0,249.0,251.0,252.0,252.0,252.0,252.0,252.0,252.0,252.0,252.0,252.0,252.0,252.0,252.0,252.0,252.0,252.0,252.0,252.0,252.0,252.0,252.0,252.0,253.0,253.0,253.0,254.0,254.0,254.0,254.0,254.0,254.0,254.0,254.0,254.0,254.0,254.0,254.0,254.0,254.0,254.0,254.0,254.0,254.0,254.0,254.0,254.0,254.0,254.0,254.0,254.0,"Guangxi, China",12110235.896367725,2732682.17076837
Guizhou,China,26.8154,106.8748,1.0,3.0,3.0,4.0,5.0,7.0,9.0,9.0,12.0,29.0,29.0,38.0,46.0,58.0,64.0,71.0,81.0,89.0,99.0,109.0,127.0,133.0,135.0,140.0,143.0,144.0,146.0,146.0,146.0,146.0,146.0,146.0,146.0,146.0,146.0,146.0,146.0,146.0,146.0,146.0,146.0,146.0,146.0,146.0,146.0,146.0,146.0,146.0,146.0,146.0,146.0,146.0,146.0,146.0,146.0,147.0,146.0,146.0,146.0,146.0,146.0,146.0,146.0,146.0,146.0,146.0,146.0,146.0,146.0,146.0,146.0,146.0,146.0,146.0,146.0,146.0,146.0,146.0,146.0,146.0,146.0,146.0,146.0,"Guizhou, China",11897248.314632952,3100427.2887429395
Hainan,China,19.1959,109.7453,4.0,5.0,8.0,19.0,22.0,33.0,40.0,43.0,46.0,52.0,62.0,64.0,72.0,80.0,99.0,106.0,117.0,124.0,131.0,138.0,144.0,157.0,157.0,159.0,162.0,162.0,163.0,163.0,168.0,168.0,168.0,168.0,168.0,168.0,168.0,168.0,168.0,168.0,168.0,168.0,168.0,168.0,168.0,168.0,168.0,168.0,168.0,168.0,168.0,168.0,168.0,168.0,168.0,168.0,168.0,168.0,168.0,168.0,168.0,168.0,168.0,168.0,168.0,168.0,168.0,168.0,168.0,168.0,168.0,168.0,168.0,168.0,168.0,168.0,168.0,168.0,168.0,168.0,168.0,168.0,168.0,168.0,168.0,"Hainan, China",12216790.912955048,2178013.5978732076
Hebei,China,39.549,116.1306,1.0,1.0,2.0,8.0,13.0,18.0,33.0,48.0,65.0,82.0,96.0,104.0,113.0,126.0,135.0,157.0,172.0,195.0,206.0,218.0,239.0,251.0,265.0,283.0,291.0,300.0,301.0,306.0,306.0,307.0,308.0,309.0,311.0,311.0,311.0,312.0,317.0,318.0,318.0,318.0,318.0,318.0,318.0,318.0,318.0,318.0,318.0,318.0,318.0,318.0,318.0,318.0,318.0,318.0,318.0,318.0,318.0,318.0,318.0,318.0,319.0,319.0,319.0,319.0,319.0,319.0,319.0,319.0,321.0,321.0,323.0,325.0,326.0,326.0,327.0,327.0,327.0,327.0,327.0,327.0,327.0,327.0,327.0,"Hebei, China",12927599.257517336,4800619.005880656
Heilongjiang,China,47.862,127.7615,0.0,2.0,4.0,9.0,15.0,21.0,33.0,38.0,44.0,59.0,80.0,95.0,121.0,155.0,190.0,227.0,277.0,295.0,307.0,331.0,360.0,378.0,395.0,419.0,425.0,445.0,457.0,464.0,470.0,476.0,479.0,479.0,480.0,480.0,480.0,480.0,480.0,480.0,480.0,480.0,480.0,480.0,480.0,481.0,481.0,481.0,481.0,481.0,481.0,482.0,482.0,482.0,482.0,482.0,482.0,482.0,482.0,483.0,484.0,484.0,484.0,484.0,484.0,484.0,484.0,484.0,484.0,484.0,484.0,484.0,484.0,488.0,489.0,491.0,504.0,524.0,544.0,569.0,609.0,638.0,661.0,684.0,740.0,"Heilongjiang, China",14222345.122984821,6083927.181620726
Henan,China,33.882,113.614,5.0,5.0,9.0,32.0,83.0,128.0,168.0,206.0,278.0,352.0,422.0,493.0,566.0,675.0,764.0,851.0,914.0,981.0,1033.0,1073.0,1105.0,1135.0,1169.0,1184.0,1212.0,1231.0,1246.0,1257.0,1262.0,1265.0,1267.0,1270.0,1271.0,1271.0,1271.0,1271.0,1272.0,1272.0,1272.0,1272.0,1272.0,1272.0,1272.0,1272.0,1272.0,1272.0,1272.0,1272.0,1272.0,1273.0,1273.0,1273.0,1273.0,1273.0,1273.0,1273.0,1273.0,1273.0,1273.0,1273.0,1274.0,1274.0,1274.0,1274.0,1275.0,1275.0,1275.0,1276.0,1276.0,1276.0,1276.0,1276.0,1276.0,1276.0,1276.0,1276.0,1276.0,1276.0,1276.0,1276.0,1276.0,1276.0,1276.0,"Henan, China",12647452.626986984,4012968.492916261
Hong Kong,China,22.3,114.2,0.0,2.0,2.0,5.0,8.0,8.0,8.0,10.0,10.0,12.0,13.0,15.0,15.0,17.0,21.0,24.0,25.0,26.0,29.0,38.0,49.0,50.0,53.0,56.0,56.0,57.0,60.0,62.0,63.0,68.0,68.0,69.0,74.0,79.0,84.0,91.0,92.0,94.0,95.0,96.0,100.0,100.0,105.0,105.0,107.0,108.0,114.0,115.0,120.0,126.0,129.0,134.0,140.0,145.0,155.0,162.0,181.0,208.0,256.0,273.0,317.0,356.0,386.0,410.0,453.0,519.0,561.0,641.0,682.0,714.0,765.0,802.0,845.0,862.0,890.0,914.0,935.0,960.0,973.0,989.0,1000.0,1004.0,1009.0,"Hong Kong, China",12712685.848591842,2547582.1334137623
Hubei,China,30.9756,112.2707,444.0,444.0,549.0,761.0,1058.0,1423.0,3554.0,3554.0,4903.0,5806.0,7153.0,11177.0,13522.0,16678.0,19665.0,22112.0,24953.0,27100.0,29631.0,31728.0,33366.0,33366.0,48206.0,54406.0,56249.0,58182.0,59989.0,61682.0,62031.0,62442.0,62662.0,64084.0,64084.0,64287.0,64786.0,65187.0,65596.0,65914.0,66337.0,66907.0,67103.0,67217.0,67332.0,67466.0,67592.0,67666.0,67707.0,67743.0,67760.0,67773.0,67781.0,67786.0,67790.0,67794.0,67798.0,67799.0,67800.0,67800.0,67800.0,67800.0,67800.0,67800.0,67801.0,67801.0,67801.0,67801.0,67801.0,67801.0,67801.0,67801.0,67802.0,67802.0,67802.0,67803.0,67803.0,67803.0,67803.0,67803.0,67803.0,67803.0,67803.0,67803.0,67803.0,"Hubei, China",12497917.15500438,3629580.7441690834
Hunan,China,27.6104,111.7088,4.0,9.0,24.0,43.0,69.0,100.0,143.0,221.0,277.0,332.0,389.0,463.0,521.0,593.0,661.0,711.0,772.0,803.0,838.0,879.0,912.0,946.0,968.0,988.0,1001.0,1004.0,1006.0,1007.0,1008.0,1010.0,1011.0,1013.0,1016.0,1016.0,1016.0,1016.0,1017.0,1017.0,1018.0,1018.0,1018.0,1018.0,1018.0,1018.0,1018.0,1018.0,1018.0,1018.0,1018.0,1018.0,1018.0,1018.0,1018.0,1018.0,1018.0,1018.0,1018.0,1018.0,1018.0,1018.0,1018.0,1018.0,1018.0,1018.0,1018.0,1018.0,1018.0,1018.0,1018.0,1018.0,1018.0,1019.0,1019.0,1019.0,1019.0,1019.0,1019.0,1019.0,1019.0,1019.0,1019.0,1019.0,1019.0,"Hunan, China",12435366.733127639,3199942.3494157176
Inner Mongolia,China,44.0935,113.9448,0.0,0.0,1.0,7.0,7.0,11.0,15.0,16.0,19.0,20.0,23.0,27.0,34.0,35.0,42.0,46.0,50.0,52.0,54.0,58.0,58.0,60.0,61.0,65.0,68.0,70.0,72.0,73.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,77.0,89.0,92.0,94.0,95.0,97.0,107.0,111.0,117.0,117.0,117.0,117.0,118.0,121.0,124.0,126.0,128.0,155.0,189.0,190.0,"Inner Mongolia, China",12684277.114541398,5479922.9431379745
Jiangsu,China,32.9711,119.455,1.0,5.0,9.0,18.0,33.0,47.0,70.0,99.0,129.0,168.0,202.0,236.0,271.0,308.0,341.0,373.0,408.0,439.0,468.0,492.0,515.0,543.0,570.0,593.0,604.0,617.0,626.0,629.0,631.0,631.0,631.0,631.0,631.0,631.0,631.0,631.0,631.0,631.0,631.0,631.0,631.0,631.0,631.0,631.0,631.0,631.0,631.0,631.0,631.0,631.0,631.0,631.0,631.0,631.0,631.0,631.0,631.0,631.0,631.0,631.0,633.0,633.0,636.0,638.0,640.0,641.0,641.0,644.0,645.0,646.0,646.0,647.0,651.0,651.0,651.0,651.0,651.0,651.0,651.0,651.0,652.0,653.0,653.0,"Jiangsu, China",13297669.772710495,3891468.599719411
Jiangxi,China,27.614,115.7221,2.0,7.0,18.0,18.0,36.0,72.0,109.0,109.0,162.0,240.0,286.0,333.0,391.0,476.0,548.0,600.0,661.0,698.0,740.0,771.0,804.0,844.0,872.0,900.0,913.0,925.0,930.0,933.0,934.0,934.0,934.0,934.0,934.0,934.0,934.0,934.0,934.0,935.0,935.0,935.0,935.0,935.0,935.0,935.0,935.0,935.0,935.0,935.0,935.0,935.0,935.0,935.0,935.0,935.0,935.0,935.0,935.0,935.0,935.0,935.0,936.0,936.0,936.0,936.0,936.0,936.0,936.0,937.0,937.0,937.0,937.0,937.0,937.0,937.0,937.0,937.0,937.0,937.0,937.0,937.0,937.0,937.0,937.0,"Jiangxi, China",12882125.245528284,3200394.6098226863
Jilin,China,43.6661,126.1923,0.0,1.0,3.0,4.0,4.0,6.0,8.0,9.0,14.0,14.0,17.0,23.0,31.0,42.0,54.0,59.0,65.0,69.0,78.0,80.0,81.0,83.0,84.0,86.0,88.0,89.0,89.0,89.0,90.0,91.0,91.0,91.0,91.0,93.0,93.0,93.0,93.0,93.0,93.0,93.0,93.0,93.0,93.0,93.0,93.0,93.0,93.0,93.0,93.0,93.0,93.0,93.0,93.0,93.0,93.0,93.0,93.0,93.0,93.0,93.0,93.0,93.0,93.0,94.0,95.0,95.0,97.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,99.0,100.0,"Jilin, China",14047662.578032017,5413914.952374526
Liaoning,China,41.2956,122.6085,2.0,3.0,4.0,17.0,21.0,27.0,34.0,39.0,41.0,48.0,64.0,70.0,74.0,81.0,89.0,94.0,99.0,105.0,107.0,108.0,111.0,116.0,117.0,119.0,119.0,121.0,121.0,121.0,121.0,121.0,121.0,121.0,121.0,121.0,121.0,121.0,121.0,121.0,121.0,122.0,122.0,125.0,125.0,125.0,125.0,125.0,125.0,125.0,125.0,125.0,125.0,125.0,125.0,125.0,125.0,125.0,125.0,125.0,126.0,126.0,127.0,127.0,127.0,127.0,128.0,128.0,132.0,134.0,136.0,139.0,140.0,141.0,141.0,141.0,142.0,142.0,144.0,144.0,144.0,144.0,145.0,145.0,145.0,"Liaoning, China",13648715.786927084,5056040.855320675
